incorrect_word,correct_word,note,type
woodball,วูดบอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
work,เวิร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Work and Holiday Visa,เวิร์กแอนด์ฮอลิเดย์วีซา,คำทับศัพท์ทางการวุฒิสภา,transliteration
work life balance,เวิร์กไลฟ์บาลานซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
work permit,เวิร์กเพอร์มิต,คำทับศัพท์ทางการวุฒิสภา,transliteration
workshop,เวิร์กช็อป,คำทับศัพท์ทางการวุฒิสภา,transliteration
world disruption,เวิลด์ดิสรัปชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
World Economic Forum,เวิลด์อีคอนอมิกฟอรัม,คำทับศัพท์ทางการวุฒิสภา,transliteration
world ranking,เวิลด์แรงกิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
World Wide Web,เวิลด์ไวด์เว็บ,คำทับศัพท์ทางการวุฒิสภา,transliteration
worm,เวิร์ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
worst case,เวิสต์เคส,คำทับศัพท์ทางการวุฒิสภา,transliteration
WTO,ดับเบิลยูทีโอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
www.erc.or.th,เวิล์ดไวด์เว็บดอตอีอาร์ซีดอตโออาร์ดอตทีเอช,คำทับศัพท์ทางการวุฒิสภา,transliteration
www.gprocurement.go.th,เวิลด์ไวด์เว็บจีโพรเคียวร์เมนต์ดอตทีเอช,คำทับศัพท์ทางการวุฒิสภา,transliteration
www.kpi.ac.th,เวิลด์ไวด์เว็บดอตเคพีไอดอตเอซีดอตทีเอช,คำทับศัพท์ทางการวุฒิสภา,transliteration
www.nacc.go.th,ดับเบิลยูดับเบิลยูดับเบิลยูดอตเอ็นเอซีซีดอตจีโอดอตทีเอช,คำทับศัพท์ทางการวุฒิสภา,transliteration
www.ombudsman.go.th,เวิล์ดไวด์เว็บดอตออมบุดส์มันดอตจีโอดอตทีเอช,คำทับศัพท์ทางการวุฒิสภา,transliteration
xerox,ซีร็อกซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
x-ray,เอกซเรย์,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
Yayasan Consumer Association Of Indonesia,ยายาซังคอนซูเมอร์แอสโซซิเอชันออฟอินโดนีเซีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
year on year,เยียร์ออนเยียร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
yes,เยส,คำทับศัพท์ทางการวุฒิสภา,transliteration
Yield,ยีลด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
you,ยู,คำทับศัพท์ทางการวุฒิสภา,transliteration
